uid,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,Unnamed: 0,kmeans_0,kmeans_1,kmeans_2,kmeans_3,kmeans_4,kmeans_5,kmeans_6,kmeans_7,kmeans_8,kmeans_9,label
kn10679,2,4,1,4,2,1,2,0,0,1,1,0,0,0,2,1,0,0,0,0,10678,0,0,0,0,0,0,0,1,0,0,0
kn10680,2,1,0,1,1,1,2,0,0,0,1,0,0,1,0,2,0,0,0,0,10679,0,0,0,0,0,0,1,0,0,0,0
kn10681,3,3,5,5,2,0,1,0,0,0,1,0,2,0,0,0,0,2,1,0,10680,0,0,0,0,0,0,0,1,0,0,0
kn10682,3,0,1,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,10681,0,0,0,0,0,0,1,0,0,0,0
kn10683,3,0,1,0,1,0,2,1,1,2,1,2,0,0,0,1,0,0,0,0,10682,0,0,0,0,0,0,1,0,0,0,0
kn10684,3,1,2,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,10683,0,0,0,0,0,0,1,0,0,0,0
kn10685,2,1,3,0,2,0,0,1,1,3,2,3,1,0,0,2,0,0,0,0,10684,0,0,0,0,0,0,0,1,0,0,0
kn10686,3,1,2,0,1,0,0,1,0,0,0,0,1,0,1,1,3,4,3,0,10685,0,0,0,0,0,0,0,1,0,0,0
kn10687,3,0,3,3,0,2,3,2,2,2,1,0,0,0,0,0,0,0,0,0,10686,0,0,0,0,0,0,0,1,0,0,0
kn10688,3,0,3,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,12,0,10687,0,0,0,0,0,0,0,1,0,0,0
kn10689,2,2,1,0,0,0,1,1,1,3,1,0,2,1,0,2,1,4,0,0,10688,0,0,0,0,0,0,0,1,0,0,0
kn10690,4,0,1,2,1,0,4,4,1,1,2,0,1,0,1,0,0,0,0,0,10689,0,0,0,0,0,0,0,1,0,0,0
kn10691,5,0,0,0,2,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,10690,0,0,0,0,0,0,1,0,0,0,0
kn10692,3,2,1,1,2,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,10691,0,0,0,0,0,0,1,0,0,0,0
kn10693,6,3,3,1,2,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,10692,0,0,0,0,0,0,0,1,0,0,0
kn10694,3,0,1,0,1,0,1,0,1,1,2,1,1,0,0,0,1,0,0,0,10693,0,0,0,0,0,0,1,0,0,0,0
kn10695,1,1,1,0,1,0,2,2,1,6,3,2,0,0,1,0,0,0,0,0,10694,0,0,0,0,0,0,0,1,0,0,0
kn10696,3,1,1,1,0,1,5,1,2,1,2,1,1,0,1,1,0,0,1,0,10695,0,0,0,0,0,0,0,1,0,0,0
kn10697,5,0,1,0,2,0,1,1,0,0,1,3,1,4,0,2,0,1,0,0,10696,0,0,0,0,0,0,0,1,0,0,0
kn10698,1,2,0,0,0,1,1,0,0,0,2,1,1,1,1,1,0,0,0,0,10697,0,0,0,0,0,0,1,0,0,0,0
kn10699,4,0,0,2,2,1,1,0,1,5,2,1,0,0,1,0,0,0,0,0,10698,0,0,0,0,0,0,0,1,0,0,0
kn10700,4,1,1,1,0,1,2,0,0,0,0,0,0,0,1,1,0,0,2,0,10699,0,0,0,0,0,0,1,0,0,0,0
kn10701,3,0,1,2,2,2,4,1,2,0,2,0,0,1,0,0,0,1,0,0,10700,0,0,0,0,0,0,0,1,0,0,0
kn10702,3,1,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,10701,0,0,0,0,0,0,1,0,0,0,0
kn10703,3,6,3,1,3,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,10702,0,0,0,0,0,0,0,1,0,0,1
kn10704,4,0,0,3,0,0,4,2,2,3,1,1,1,0,2,0,0,0,0,0,10703,0,0,0,0,0,0,0,1,0,0,1
kn10705,3,1,2,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,10704,0,0,0,0,0,0,1,0,0,0,0
kn10706,3,7,3,1,3,1,2,2,1,0,1,0,1,0,0,0,1,0,0,0,10705,0,0,0,0,0,0,0,1,0,0,0
kn10707,2,3,2,0,0,0,3,2,0,5,1,1,0,1,1,1,0,1,0,0,10706,0,0,0,0,0,0,0,1,0,0,0
kn10708,1,3,2,0,1,0,0,0,0,0,0,0,0,1,2,1,1,6,3,0,10707,0,0,0,0,0,0,0,1,0,0,0
kn10709,3,0,1,1,0,1,2,1,1,2,1,2,3,0,1,2,0,0,0,0,10708,0,0,0,0,0,0,0,1,0,0,0
kn10710,11,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,10709,0,0,0,0,0,0,0,1,0,0,0
kn10711,3,1,2,0,1,0,0,1,0,1,0,1,3,2,3,2,1,0,0,0,10710,0,0,0,0,0,0,0,1,0,0,0
kn10712,2,2,2,1,2,2,6,1,1,0,0,1,0,0,0,0,1,0,0,0,10711,0,0,0,0,0,0,0,1,0,0,0
kn10713,3,0,2,1,1,1,3,0,1,1,1,0,1,3,1,1,2,1,1,0,10712,0,0,0,0,0,0,0,1,0,0,0
kn10714,6,3,2,3,2,2,1,0,1,0,2,0,0,0,0,0,0,1,0,0,10713,0,0,0,0,0,0,0,1,0,0,0
kn10715,2,1,2,1,0,1,0,2,0,2,3,2,0,2,4,1,1,0,1,0,10714,0,0,0,0,0,0,0,1,0,0,0
kn10716,4,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,10715,0,0,0,0,0,0,1,0,0,0,0
kn10717,2,1,1,0,1,1,1,3,1,2,3,0,1,3,1,0,1,0,0,0,10716,0,0,0,0,0,0,0,1,0,0,0
kn10718,2,3,1,2,1,1,1,1,2,1,2,1,0,2,2,0,0,0,0,0,10717,0,0,0,0,0,0,0,1,0,0,0
kn10719,2,1,1,0,0,3,3,3,4,1,0,1,0,0,0,1,0,0,0,0,10718,0,0,0,0,0,0,0,1,0,0,0
kn10720,5,0,2,0,2,0,2,3,1,2,1,2,1,0,0,0,0,3,0,0,10719,0,0,0,0,0,0,0,1,0,0,0
kn10721,4,2,0,2,2,1,1,1,1,3,1,1,0,0,0,0,1,0,0,0,10720,0,0,0,0,0,0,0,1,0,0,0
kn10722,3,0,1,0,0,0,1,1,0,2,0,1,1,3,5,3,0,0,0,0,10721,0,0,0,0,0,0,0,1,0,0,0
kn10723,1,3,1,2,2,2,4,1,2,2,0,0,0,1,1,0,0,0,0,0,10722,0,0,0,0,0,0,0,1,0,0,0
kn10724,2,2,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,2,11,0,10723,0,0,0,0,0,0,0,1,0,0,0
kn10725,6,1,2,0,1,2,1,0,0,2,1,0,0,1,0,0,0,0,1,0,10724,0,0,0,0,0,0,0,1,0,0,0
kn10726,8,4,2,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,10725,0,0,0,0,0,0,0,1,0,0,0
kn10727,2,2,1,1,0,0,1,3,2,2,0,2,1,2,1,0,1,0,0,0,10726,0,0,0,0,0,0,0,1,0,0,0
kn10728,4,1,0,1,0,1,1,0,0,1,1,2,1,4,4,1,1,1,1,0,10727,0,0,0,0,0,0,0,1,0,0,0
kn10729,4,1,7,3,3,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,10728,0,0,0,0,0,0,0,1,0,0,0
kn10730,2,1,0,2,0,1,2,4,2,0,3,0,3,0,0,0,1,0,0,0,10729,0,0,0,0,0,0,0,1,0,0,0
kn10731,6,3,3,1,4,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,10730,0,0,0,0,0,0,0,1,0,0,0
kn10732,3,0,2,0,2,0,1,1,0,2,0,0,0,1,0,0,0,0,2,0,10731,0,0,0,0,0,0,1,0,0,0,0
kn10733,6,3,3,0,3,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,10732,0,0,0,0,0,0,0,1,0,0,0
kn10734,4,1,2,1,0,0,2,0,0,0,1,3,2,1,1,3,1,1,0,0,10733,0,0,0,0,0,0,0,1,0,0,0
kn10735,1,0,1,0,0,0,1,1,1,0,2,0,0,1,1,1,0,0,0,0,10734,0,0,0,0,0,0,1,0,0,0,0
kn10736,3,1,2,0,0,0,3,1,1,3,0,1,3,0,1,4,1,0,0,0,10735,0,0,0,0,0,0,0,1,0,0,0
kn10737,4,0,0,2,2,3,5,0,1,0,2,0,0,1,0,1,0,1,0,0,10736,0,0,0,0,0,0,0,1,0,0,1
kn10738,2,2,0,0,2,0,2,2,0,0,1,1,2,1,1,0,1,1,3,0,10737,0,0,0,0,0,0,0,1,0,0,0
kn10739,3,7,2,0,1,0,3,1,2,0,1,0,1,0,1,0,1,0,0,0,10738,0,0,0,0,0,0,0,1,0,0,0
kn10740,3,1,2,3,1,1,1,2,1,2,1,0,0,0,0,0,0,2,1,0,10739,0,0,0,0,0,0,0,1,0,0,0
kn10741,3,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,10740,0,0,0,0,0,0,1,0,0,0,0
kn10742,3,1,1,0,1,0,1,0,0,0,1,2,1,2,0,3,4,1,2,0,10741,0,0,0,0,0,0,0,1,0,0,0
kn10743,3,1,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10742,0,0,0,0,0,0,1,0,0,0,0
kn10744,2,2,0,2,0,0,1,1,0,0,1,0,0,0,0,0,2,1,0,0,10743,0,0,0,0,0,0,1,0,0,0,0
kn10745,4,4,3,4,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,10744,0,0,0,0,0,0,0,1,0,0,0
kn10746,2,1,2,0,2,4,2,1,3,0,1,0,0,1,0,0,0,0,0,0,10745,0,0,0,0,0,0,0,1,0,0,0
kn10747,2,1,0,0,1,1,0,1,1,2,1,0,1,1,3,2,1,2,1,0,10746,0,0,0,0,0,0,0,1,0,0,0
kn10748,3,0,2,0,1,1,1,0,1,0,0,0,1,1,0,1,4,2,3,0,10747,0,0,0,0,0,0,0,1,0,0,0
kn10749,2,1,2,1,0,1,0,1,0,1,1,2,1,2,2,1,2,1,0,0,10748,0,0,0,0,0,0,0,1,0,0,0
kn10750,2,3,3,4,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,10749,0,0,0,0,0,0,0,1,0,0,0
kn10751,2,2,0,1,1,0,1,1,2,0,4,2,0,2,1,2,0,1,0,0,10750,0,0,0,0,0,0,0,1,0,0,0
kn10752,2,3,1,0,0,1,1,1,0,2,1,2,0,3,3,0,4,0,2,0,10751,0,0,0,0,0,0,0,1,0,0,0
kn10753,2,2,1,0,1,1,2,0,1,0,1,0,0,0,1,1,0,3,8,0,10752,0,0,0,0,0,0,0,1,0,0,0
kn10754,4,1,0,1,1,1,1,1,0,1,0,0,1,0,3,0,5,3,0,0,10753,0,0,0,0,0,0,0,1,0,0,0
kn10755,2,2,0,0,1,0,4,2,1,3,1,1,1,1,2,0,0,0,0,0,10754,0,0,0,0,0,0,0,1,0,0,0
kn10756,2,2,0,0,2,1,2,5,1,0,2,2,0,1,0,0,1,1,0,0,10755,0,0,0,0,0,0,0,1,0,0,0
kn10757,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,10756,0,0,0,0,0,0,1,0,0,0,0
kn10758,5,4,2,4,2,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,10757,0,0,0,0,0,0,0,1,0,0,0
kn10759,4,3,1,2,0,0,0,0,0,2,1,0,0,1,2,1,0,0,0,0,10758,0,0,0,0,0,0,1,0,0,0,0
kn10760,5,1,0,0,3,1,3,2,1,0,2,1,0,3,1,1,1,0,0,0,10759,0,0,0,0,0,0,0,1,0,0,1
kn10761,4,7,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,10760,0,0,0,0,0,0,0,1,0,0,0
kn10762,6,2,1,4,0,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,10761,0,0,0,0,0,0,0,1,0,0,0
kn10763,3,0,3,0,0,0,1,0,0,1,0,1,2,1,0,3,5,0,0,0,10762,0,0,0,0,0,0,0,1,0,0,0
kn10764,2,1,0,1,2,0,0,0,0,0,1,0,0,2,2,1,2,2,8,0,10763,0,0,0,0,0,0,0,1,0,0,0
kn10765,5,0,1,5,2,1,2,2,2,2,0,0,1,0,0,0,0,2,0,0,10764,0,0,0,0,0,0,0,1,0,0,1
kn10766,2,2,1,0,1,1,1,5,0,3,1,0,1,2,0,0,0,2,0,0,10765,0,0,0,0,0,0,0,1,0,0,0
kn10767,5,0,0,0,4,0,1,0,0,0,1,1,0,0,2,0,2,7,1,0,10766,0,0,0,0,0,0,0,1,0,0,0
kn10768,4,1,0,1,0,2,2,0,3,2,2,2,2,0,1,0,0,0,0,0,10767,0,0,0,0,0,0,0,1,0,0,0
kn10769,3,2,1,0,0,1,2,0,2,0,0,1,3,0,0,0,0,0,0,0,10768,0,0,0,0,0,0,0,1,0,0,0
kn10770,3,0,2,1,0,0,2,0,0,0,0,1,5,2,1,2,1,4,0,0,10769,0,0,0,0,0,0,0,1,0,0,0
kn10771,3,0,1,4,1,0,2,4,2,2,1,0,1,0,0,0,0,0,0,0,10770,0,0,0,0,0,0,0,1,0,0,0
kn10772,3,1,4,2,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,10771,0,0,0,0,0,0,1,0,0,0,0
kn10773,2,2,1,4,1,2,2,1,1,0,1,0,0,1,0,2,1,0,0,0,10772,0,0,0,0,0,0,0,1,0,0,0
kn10774,3,0,1,1,2,1,1,0,1,1,0,1,1,2,0,4,1,3,0,0,10773,0,0,0,0,0,0,0,1,0,0,0
kn10775,3,0,1,2,3,4,4,1,1,0,0,0,1,0,0,0,1,0,0,0,10774,0,0,0,0,0,0,0,1,0,0,0
kn10776,3,0,5,2,3,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,10775,0,0,0,0,0,0,0,1,0,0,0
kn10777,2,2,1,1,1,0,0,0,1,1,2,2,3,1,2,1,1,1,0,0,10776,0,0,0,0,0,0,0,1,0,0,0
kn10778,3,2,1,0,0,3,0,2,1,1,3,3,3,0,0,0,0,1,0,0,10777,0,0,0,0,0,0,0,1,0,0,0
kn10779,3,1,1,1,1,0,1,2,0,0,0,2,2,1,1,3,2,0,0,0,10778,0,0,0,0,0,0,0,1,0,0,0
kn10780,4,0,0,3,4,1,2,1,0,2,1,0,2,0,1,0,0,0,1,0,10779,0,0,0,0,0,0,0,1,0,0,0
kn10781,4,1,0,1,0,2,5,2,0,2,0,0,4,0,0,1,0,2,0,0,10780,0,0,0,0,0,0,0,1,0,0,0
kn10782,3,2,4,6,1,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0,10781,0,0,0,0,0,0,0,1,0,0,0
kn10783,4,1,4,4,2,2,3,1,1,1,0,0,0,0,1,0,0,0,0,0,10782,0,0,0,0,0,0,0,1,0,0,0
kn10784,3,0,1,0,0,2,2,0,2,4,2,3,2,1,0,0,0,0,0,0,10783,0,0,0,0,0,0,0,1,0,0,0
kn10785,1,1,3,0,0,0,3,3,2,2,1,1,1,2,0,0,0,0,1,0,10784,0,0,0,0,0,0,0,1,0,0,0
kn10786,1,3,1,0,1,0,2,0,0,0,1,0,0,1,0,1,3,2,6,0,10785,0,0,0,0,0,0,0,1,0,0,0
kn10787,4,0,0,2,2,0,3,1,0,1,0,3,0,0,1,1,0,1,2,0,10786,0,0,0,0,0,0,0,1,0,0,0
kn10788,2,2,1,0,0,1,1,1,0,2,1,0,0,4,1,0,3,2,0,0,10787,0,0,0,0,0,0,0,1,0,0,0
kn10789,4,0,1,1,0,0,1,0,0,2,0,0,2,0,1,1,0,0,0,0,10788,0,0,0,0,0,0,1,0,0,0,0
kn10790,2,3,2,0,0,0,1,1,0,0,2,2,0,2,5,4,0,1,0,0,10789,0,0,0,0,0,0,0,1,0,0,0
kn10791,4,2,0,1,1,0,1,0,0,0,2,2,1,1,0,1,3,4,0,0,10790,0,0,0,0,0,0,0,1,0,0,0
kn10792,3,2,3,2,0,2,1,0,1,0,0,1,0,1,0,1,1,0,2,0,10791,0,0,0,0,0,0,0,1,0,0,0
kn10793,4,1,4,2,3,0,4,2,0,0,1,0,1,0,0,0,0,0,0,0,10792,0,0,0,0,0,0,0,1,0,0,0
kn10794,3,2,1,1,0,1,5,1,2,0,1,0,1,0,1,0,0,1,1,0,10793,0,0,0,0,0,0,0,1,0,0,0
kn10795,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,10794,0,0,0,0,0,0,1,0,0,0,0
kn10796,3,4,7,4,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,10795,0,0,0,0,0,0,0,1,0,0,0
kn10797,3,0,3,0,2,0,2,0,0,0,2,1,2,1,1,0,3,2,1,0,10796,0,0,0,0,0,0,0,1,0,0,0
kn10798,3,0,2,1,0,0,3,1,1,1,0,0,2,3,3,4,1,0,0,0,10797,0,0,0,0,0,0,0,1,0,0,0
kn10799,4,1,0,2,2,0,1,4,0,2,0,1,0,1,2,0,1,0,0,0,10798,0,0,0,0,0,0,0,1,0,0,0
kn10800,2,1,1,0,1,0,3,0,1,1,2,2,3,1,1,1,2,0,0,0,10799,0,0,0,0,0,0,0,1,0,0,0
kn10801,2,2,1,1,1,0,1,2,1,0,2,2,2,1,4,1,0,0,0,0,10800,0,0,0,0,0,0,0,1,0,0,0
kn10802,2,2,0,2,5,0,3,2,0,1,0,0,0,0,1,1,2,0,0,0,10801,0,0,0,0,0,0,0,1,0,0,0
kn10803,2,2,1,0,1,0,1,0,0,0,0,1,1,0,1,1,3,2,6,0,10802,0,0,0,0,0,0,0,1,0,0,0
kn10804,5,4,2,4,1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,10803,0,0,0,0,0,0,0,1,0,0,0
kn10805,2,3,1,3,4,3,2,0,0,0,0,1,1,0,0,1,0,0,0,0,10804,0,0,0,0,0,0,0,1,0,0,0
kn10806,2,2,2,0,1,1,1,2,0,0,2,1,0,0,0,0,1,0,0,0,10805,0,0,0,0,0,0,1,0,0,0,0
kn10807,2,2,2,3,2,2,3,3,0,0,1,0,1,0,1,0,0,0,0,0,10806,0,0,0,0,0,0,0,1,0,0,0
kn10808,3,1,2,0,0,0,3,1,2,0,2,2,2,0,1,1,1,1,0,0,10807,0,0,0,0,0,0,0,1,0,0,0
kn10809,2,3,1,0,1,1,2,0,1,0,1,2,0,2,0,2,0,0,2,0,10808,0,0,0,0,0,0,0,1,0,0,0
kn10810,3,1,1,0,0,2,1,1,1,1,3,2,1,2,3,0,1,0,0,0,10809,0,0,0,0,0,0,0,1,0,0,0
kn10811,4,2,1,5,2,2,0,2,1,0,0,0,2,0,1,0,1,0,0,0,10810,0,0,0,0,0,0,0,1,0,0,0
kn10812,1,0,0,0,0,0,1,0,0,2,1,1,1,0,2,1,0,0,0,0,10811,0,0,0,0,0,0,1,0,0,0,0
kn10813,4,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4,9,0,10812,0,0,0,0,0,0,0,1,0,0,0
kn10814,1,1,2,0,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,10813,0,0,0,0,0,0,1,0,0,0,0
kn10815,2,3,2,0,1,0,1,2,0,1,0,2,1,2,0,2,3,1,1,0,10814,0,0,0,0,0,0,0,1,0,0,0
kn10816,3,1,2,1,1,0,1,1,0,1,3,3,0,1,1,1,0,0,1,0,10815,0,0,0,0,0,0,0,1,0,0,0
kn10817,2,5,1,5,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,10816,0,0,0,0,0,0,0,1,0,0,0
kn10818,4,1,0,2,2,2,0,0,0,2,1,1,1,3,3,0,0,0,0,0,10817,0,0,0,0,0,0,0,1,0,0,0
kn10819,5,0,0,0,2,0,1,0,1,0,2,3,0,0,0,2,1,4,3,0,10818,0,0,0,0,0,0,0,1,0,0,0
kn10820,4,1,1,2,1,0,2,8,1,2,1,0,2,0,0,0,0,0,0,0,10819,0,0,0,0,0,0,0,1,0,0,0
kn10821,3,1,6,1,2,3,1,0,1,1,2,1,0,0,2,0,0,0,0,0,10820,0,0,0,0,0,0,0,1,0,0,0
kn10822,2,1,2,1,2,3,1,2,0,0,4,2,1,0,0,0,1,0,0,0,10821,0,0,0,0,0,0,0,1,0,0,0
kn10823,2,1,0,2,3,2,4,2,1,0,3,0,0,0,1,1,0,0,1,0,10822,0,0,0,0,0,0,0,1,0,0,0
kn10824,3,1,1,2,0,1,1,1,0,3,0,1,0,1,3,3,2,0,0,0,10823,0,0,0,0,0,0,0,1,0,0,0
kn10825,1,0,0,2,4,1,2,1,0,1,0,1,1,0,0,2,0,0,0,0,10824,0,0,0,0,0,0,0,1,0,0,0
kn10826,4,1,1,4,7,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,10825,0,0,0,0,0,0,0,1,0,0,0
kn10827,2,1,2,1,2,2,1,2,3,1,2,0,0,0,1,1,0,0,0,0,10826,0,0,0,0,0,0,0,1,0,0,0
kn10828,4,0,0,1,1,1,1,0,1,2,1,1,1,1,2,3,0,2,0,0,10827,0,0,0,0,0,0,0,1,0,0,0
kn10829,9,5,3,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,10828,0,0,0,0,0,0,0,1,0,0,0
kn10830,3,0,1,1,0,3,1,1,0,0,2,2,0,0,1,1,0,0,0,0,10829,0,0,0,0,0,0,1,0,0,0,0
kn10831,3,0,1,1,3,0,0,3,1,0,0,3,1,0,2,3,0,1,0,0,10830,0,0,0,0,0,0,0,1,0,0,0
kn10832,5,2,1,3,2,1,1,1,2,0,0,0,0,2,0,0,0,0,1,0,10831,0,0,0,0,0,0,0,1,0,0,0
kn10833,3,0,5,1,4,1,2,2,0,1,0,0,1,1,0,0,0,0,0,0,10832,0,0,0,0,0,0,0,1,0,0,0
kn10834,2,1,4,4,2,0,1,2,0,2,0,0,0,0,0,1,0,1,0,0,10833,0,0,0,0,0,0,0,1,0,0,0
kn10835,2,2,1,0,1,1,0,0,0,2,6,0,3,0,1,4,0,0,1,0,10834,0,0,0,0,0,0,0,1,0,0,0
kn10836,2,3,1,0,2,0,0,0,1,0,1,0,0,0,0,0,4,2,6,0,10835,0,0,0,0,0,0,0,1,0,0,0
kn10837,6,3,4,2,0,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,10836,0,0,0,0,0,0,0,1,0,0,0
kn10838,4,0,0,3,0,1,2,1,0,2,2,0,1,1,0,0,1,0,1,0,10837,0,0,0,0,0,0,0,1,0,0,0
kn10839,4,1,0,2,0,4,1,0,1,1,2,1,1,2,1,0,0,0,0,0,10838,0,0,0,0,0,0,0,1,0,0,0
kn10840,2,2,2,0,2,2,1,0,2,1,2,2,1,3,0,0,1,0,0,0,10839,0,0,0,0,0,0,0,1,0,0,0
kn10841,2,3,1,1,4,2,2,1,0,2,1,0,0,1,0,1,0,0,1,0,10840,0,0,0,0,0,0,0,1,0,0,0
kn10842,3,0,1,2,1,0,1,1,1,0,1,0,0,2,1,0,0,0,0,0,10841,0,0,0,0,0,0,1,0,0,0,0
kn10843,2,3,1,0,4,1,1,0,2,2,3,4,0,1,1,0,0,0,0,0,10842,0,0,0,0,0,0,0,1,0,0,0
kn10844,2,2,1,2,1,0,1,2,1,0,0,0,0,4,0,1,1,2,5,0,10843,0,0,0,0,0,0,0,1,0,0,0
kn10845,3,0,1,1,0,2,2,1,2,0,5,0,0,3,0,0,0,1,0,0,10844,0,0,0,0,0,0,0,1,0,0,0
kn10846,2,1,1,0,1,0,1,3,1,2,1,1,0,3,0,3,2,0,0,0,10845,0,0,0,0,0,0,0,1,0,0,0
kn10847,2,1,2,0,1,0,3,0,1,2,1,1,1,0,3,4,0,0,0,0,10846,0,0,0,0,0,0,0,1,0,0,0
kn10848,3,2,3,3,2,1,3,2,1,0,0,0,0,1,0,0,2,0,0,0,10847,0,0,0,0,0,0,0,1,0,0,0
kn10849,3,2,5,1,1,0,3,0,2,2,1,0,0,0,0,0,1,0,0,0,10848,0,0,0,0,0,0,0,1,0,0,0
kn10850,4,1,0,2,2,0,1,0,3,1,2,0,4,3,1,1,0,0,0,0,10849,0,0,0,0,0,0,0,1,0,0,0
kn10851,4,0,0,1,0,1,2,1,2,1,4,0,3,1,0,0,0,0,0,0,10850,0,0,0,0,0,0,0,1,0,0,0
kn10852,4,1,1,1,0,1,4,2,3,2,0,1,0,2,0,0,0,0,0,0,10851,0,0,0,0,0,0,0,1,0,0,0
kn10853,2,3,2,1,2,1,3,2,2,1,1,0,0,1,0,0,2,0,0,0,10852,0,0,0,0,0,0,0,1,0,0,0
kn10854,2,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,10853,0,0,0,0,0,0,1,0,0,0,0
kn10855,2,3,1,1,0,2,1,3,0,0,1,2,0,2,1,3,2,0,0,0,10854,0,0,0,0,0,0,0,1,0,0,0
kn10856,9,3,4,3,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,10855,0,0,0,0,0,0,0,1,0,0,0
kn10857,1,1,2,0,1,1,1,0,3,4,1,2,0,1,1,1,2,0,0,0,10856,0,0,0,0,0,0,0,1,0,0,0
kn10858,1,1,0,1,0,1,0,0,2,3,1,1,3,2,2,1,0,0,0,0,10857,0,0,0,0,0,0,0,1,0,0,0
kn10859,3,0,2,1,0,0,1,0,1,1,0,2,1,0,0,1,5,2,1,0,10858,0,0,0,0,0,0,0,1,0,0,0
kn10860,4,0,0,5,3,4,3,0,1,0,1,0,0,0,0,0,1,0,0,0,10859,0,0,0,0,0,0,0,1,0,0,0
kn10861,1,0,0,0,0,0,1,2,1,0,2,0,2,2,3,1,2,1,0,0,10860,0,0,0,0,0,0,0,1,0,0,0
kn10862,2,1,1,2,0,0,1,0,1,1,1,2,0,3,1,3,2,0,0,0,10861,0,0,0,0,0,0,0,1,0,0,0
kn10863,7,1,1,0,3,0,2,1,2,1,1,0,0,0,1,0,0,0,1,0,10862,0,0,0,0,0,0,0,1,0,0,0
kn10864,5,1,2,3,2,0,1,1,1,0,3,0,0,0,1,0,1,0,0,0,10863,0,0,0,0,0,0,0,1,0,0,0
kn10865,2,2,1,0,0,2,2,1,4,0,1,0,0,1,5,0,2,0,0,0,10864,0,0,0,0,0,0,0,1,0,0,0
kn10866,3,2,2,5,2,2,2,1,0,0,0,0,0,0,0,2,0,1,1,0,10865,0,0,0,0,0,0,0,1,0,0,0
kn10867,2,1,2,0,0,0,1,2,2,0,0,0,2,2,2,1,3,0,0,0,10866,0,0,0,0,0,0,0,1,0,0,0
kn10868,4,0,1,2,0,0,1,0,2,1,1,2,0,2,6,1,1,0,0,0,10867,0,0,0,0,0,0,0,1,0,0,0
kn10869,2,1,0,1,0,2,3,3,2,0,1,3,1,1,1,0,0,0,0,0,10868,0,0,0,0,0,0,0,1,0,0,0
kn10870,3,0,1,0,0,1,1,0,4,4,1,0,2,0,0,3,1,1,0,0,10869,0,0,0,0,0,0,0,1,0,0,0
kn10871,3,1,2,0,2,1,8,1,1,1,0,0,0,0,1,0,0,0,0,0,10870,0,0,0,0,0,0,0,1,0,0,0
kn10872,3,1,1,1,0,0,1,0,1,0,0,2,1,2,2,2,2,2,0,0,10871,0,0,0,0,0,0,0,1,0,0,0
kn10873,4,1,0,2,2,0,0,0,0,2,0,2,1,0,1,1,1,4,4,0,10872,0,0,0,0,0,0,0,1,0,0,0
kn10874,2,2,5,2,2,1,0,0,1,0,2,0,0,2,1,1,0,1,0,0,10873,0,0,0,0,0,0,0,1,0,0,0
kn10875,2,1,2,0,0,2,3,0,1,1,2,0,3,3,2,0,0,1,0,0,10874,0,0,0,0,0,0,0,1,0,0,0
